城市,产品名称,金融机构,最低首付,年手续费,分期期限,贷款限额,产品费率/期限,产品说明,申请条件,例子,例子图片,更多车源链接,车价下限,车价上限,贷款周期,首付比例,产品费率,人人车固定费用,金融机构固定费用,增项服务费率,里程上限,车龄上限
长沙,低门槛,平安银行,50%,6.50%,1-3年,4-500万,1年6.5%，2年13%，3年19.5%,"最低首付：50%
贷款期限：1/2/3年
年手续费：6.5%
贷款限额：4-500万
贷款形式：抵押贷款
金融机构：平安银行
机构收费：必须办理平安意外险（3900元）
服务费用：人人车金融服务费1500元","资质要求：征信良好，银行流水大于月供，公司法人或者占股10%以上股东（公司注册满一年）、社保（一年以上）、房产三者有其一
车辆要求：行驶里程在10万公里（含）内，车龄小于5年（含）且价格大于8万元（含）
所需资料：身份证/暂住证/结婚证、离婚证、法院判决书/近一年银行对账单/社保卡、房本、公司营业执照","车价：10万/分期3年
首付：5万
月供：1660元
机构收费：3900元平安意外险
服务费用：人人车金融服务费1500元",,pr%7C8-1000_ag%7C0-5_mi%7C0-10_%7C?,80000 ,10000000 ,12,0.5,0.065,1500,3900,0,100000,5
长沙,低门槛,平安银行,50%,6.50%,1-3年,4-500万,1年6.5%，2年13%，3年19.5%,"最低首付：50%
贷款期限：1/2/3年
年手续费：6.5%
贷款限额：4-500万
贷款形式：抵押贷款
金融机构：平安银行
机构收费：必须办理平安意外险（3900元）
服务费用：人人车金融服务费1500元","资质要求：征信良好，银行流水大于月供，公司法人或者占股10%以上股东（公司注册满一年）、社保（一年以上）、房产三者有其一
车辆要求：行驶里程在10万公里（含）内，车龄小于5年（含）且价格大于8万元（含）
所需资料：身份证/暂住证/结婚证、离婚证、法院判决书/近一年银行对账单/社保卡、房本、公司营业执照","车价：10万/分期3年
首付：5万
月供：1660元
机构收费：3900元平安意外险
服务费用：人人车金融服务费1500元",,pr%7C8-1000_ag%7C0-5_mi%7C0-10_%7C?,80000 ,10000000 ,24,0.5,0.13,1500,3900,0,100000,5
长沙,低门槛,平安银行,50%,6.50%,1-3年,4-500万,1年6.5%，2年13%，3年19.5%,"最低首付：50%
贷款期限：1/2/3年
年手续费：6.5%
贷款限额：4-500万
贷款形式：抵押贷款
金融机构：平安银行
机构收费：必须办理平安意外险（3900元）
服务费用：人人车金融服务费1500元","资质要求：征信良好，银行流水大于月供，公司法人或者占股10%以上股东（公司注册满一年）、社保（一年以上）、房产三者有其一
车辆要求：行驶里程在10万公里（含）内，车龄小于5年（含）且价格大于8万元（含）
所需资料：身份证/暂住证/结婚证、离婚证、法院判决书/近一年银行对账单/社保卡、房本、公司营业执照","车价：10万/分期3年
首付：5万
月供：1660元
机构收费：3900元平安意外险
服务费用：人人车金融服务费1500元",,pr%7C8-1000_ag%7C0-5_mi%7C0-10_%7C?,80000 ,10000000 ,36,0.5,0.195,1500,3900,0,100000,5
哈尔滨,低门槛,平安银行,50%,6.00%,1-3年,4-500万,1年6%，2年12%，3年18%,"最低首付：50%
贷款期限：1/2/3年
年手续费：6%
贷款限额：4-500万
贷款形式：抵押贷款
金融机构：平安银行
机构收费：必须办理平安意外险（3900元）
服务费用：人人车金融服务费1500元","资质要求：征信良好，银行流水大于月供，公司法人或者占股10%以上股东（公司注册满一年）、社保（一年以上）、房产三者有其一
车辆要求：行驶里程在10万公里（含）内，车龄小于5年（含）且价格大于8万元（含）
所需资料：身份证/暂住证/结婚证、离婚证、法院判决书/近一年银行对账单/社保卡、房本、公司营业执照","车价：10万/分期3年
首付：5万
月供：1639元
机构收费：3900元平安意外险
服务费用：人人车金融服务费1500元",,pr%7C8-1000_ag%7C0-5_mi%7C0-10_%7C?,80000 ,10000000 ,12,0.5,0.06,1500,3900,0,100000,5
哈尔滨,低门槛,平安银行,50%,6.00%,1-3年,4-500万,1年6%，2年12%，3年18%,"最低首付：50%
贷款期限：1/2/3年
年手续费：6%
贷款限额：4-500万
贷款形式：抵押贷款
金融机构：平安银行
机构收费：必须办理平安意外险（3900元）
服务费用：人人车金融服务费1500元","资质要求：征信良好，银行流水大于月供，公司法人或者占股10%以上股东（公司注册满一年）、社保（一年以上）、房产三者有其一
车辆要求：行驶里程在10万公里（含）内，车龄小于5年（含）且价格大于8万元（含）
所需资料：身份证/暂住证/结婚证、离婚证、法院判决书/近一年银行对账单/社保卡、房本、公司营业执照","车价：10万/分期3年
首付：5万
月供：1639元
机构收费：3900元平安意外险
服务费用：人人车金融服务费1500元",,pr%7C8-1000_ag%7C0-5_mi%7C0-10_%7C?,80000 ,10000000 ,24,0.5,0.12,1500,3900,0,100000,5
哈尔滨,低门槛,平安银行,50%,6.00%,1-3年,4-500万,1年6%，2年12%，3年18%,"最低首付：50%
贷款期限：1/2/3年
年手续费：6%
贷款限额：4-500万
贷款形式：抵押贷款
金融机构：平安银行
机构收费：必须办理平安意外险（3900元）
服务费用：人人车金融服务费1500元","资质要求：征信良好，银行流水大于月供，公司法人或者占股10%以上股东（公司注册满一年）、社保（一年以上）、房产三者有其一
车辆要求：行驶里程在10万公里（含）内，车龄小于5年（含）且价格大于8万元（含）
所需资料：身份证/暂住证/结婚证、离婚证、法院判决书/近一年银行对账单/社保卡、房本、公司营业执照","车价：10万/分期3年
首付：5万
月供：1639元
机构收费：3900元平安意外险
服务费用：人人车金融服务费1500元",,pr%7C8-1000_ag%7C0-5_mi%7C0-10_%7C?,80000 ,10000000 ,36,0.5,0.18,1500,3900,0,100000,5
杭州,低门槛,平安银行,40%,6.00%,1-3年,4-500万,1年6%，2年12%，3年18%,"最低首付：40%
贷款期限：1/2/3年
年手续费：6%
贷款限额：4-500万
贷款形式：抵押贷款
金融机构：平安银行
机构收费：必须办理平安意外险（3900元）
服务费用：人人车金融服务费1500元","资质要求：征信良好，银行流水大于月供，公司法人或者占股10%以上股东（公司注册满一年）、社保（一年以上）、房产三者有其一
车辆要求：行驶里程在10万公里（含）内，车龄小于5年（含）且价格大于8万元（含）
所需资料：身份证/暂住证/结婚证、离婚证、法院判决书/近一年银行对账单/社保卡、房本、公司营业执照","车价：10万/分期3年
首付：5万
月供：1639元
机构收费：3900元平安意外险
服务费用：人人车金融服务费1500元",,pr%7C8-1000_ag%7C0-5_mi%7C0-10_%7C?,80000 ,8330000 ,12,0.4,0.06,1500,3900,0,100000,5
杭州,低门槛,平安银行,40%,6.00%,1-3年,4-500万,1年6%，2年12%，3年18%,"最低首付：40%
贷款期限：1/2/3年
年手续费：6%
贷款限额：4-500万
贷款形式：抵押贷款
金融机构：平安银行
机构收费：必须办理平安意外险（3900元）
服务费用：人人车金融服务费1500元","资质要求：征信良好，银行流水大于月供，公司法人或者占股10%以上股东（公司注册满一年）、社保（一年以上）、房产三者有其一
车辆要求：行驶里程在10万公里（含）内，车龄小于5年（含）且价格大于8万元（含）
所需资料：身份证/暂住证/结婚证、离婚证、法院判决书/近一年银行对账单/社保卡、房本、公司营业执照","车价：10万/分期3年
首付：5万
月供：1639元
机构收费：3900元平安意外险
服务费用：人人车金融服务费1500元",,pr%7C8-1000_ag%7C0-5_mi%7C0-10_%7C?,80000 ,8330000 ,24,0.4,0.12,1500,3900,0,100000,5
杭州,低门槛,平安银行,40%,6.00%,1-3年,4-500万,1年6%，2年12%，3年18%,"最低首付：40%
贷款期限：1/2/3年
年手续费：6%
贷款限额：4-500万
贷款形式：抵押贷款
金融机构：平安银行
机构收费：必须办理平安意外险（3900元）
服务费用：人人车金融服务费1500元","资质要求：征信良好，银行流水大于月供，公司法人或者占股10%以上股东（公司注册满一年）、社保（一年以上）、房产三者有其一
车辆要求：行驶里程在10万公里（含）内，车龄小于5年（含）且价格大于8万元（含）
所需资料：身份证/暂住证/结婚证、离婚证、法院判决书/近一年银行对账单/社保卡、房本、公司营业执照","车价：10万/分期3年
首付：5万
月供：1639元
机构收费：3900元平安意外险
服务费用：人人车金融服务费1500元",,pr%7C8-1000_ag%7C0-5_mi%7C0-10_%7C?,80000 ,8330000 ,36,0.4,0.18,1500,3900,0,100000,5
天津,低门槛,平安银行,40%,6.5-8.5%,1-3年,4-5万,1年8.5%，2年17%，3年25.5%,"最低首付：40%
贷款期限：1/2/3年
年手续费：贷款额5万以下，8.5%；贷款额5-10万，17.5%；  贷款额 10万以上，6.5%
贷款限额：4-500万
贷款形式：抵押贷款
金融机构：平安银行
机构收费：必须办理平安意外险（3900元）
服务费用：人人车金融服务费1500元","资质要求：征信良好，银行流水大于月供，公司法人或者占股10%以上股东（公司注册满一年）、社保（一年以上）、房产三者有其一
车辆要求：行驶里程在10万公里（含）内，车龄小于5年（含）且价格大于8万元（含）
所需资料：身份证/暂住证/结婚证、离婚证、法院判决书/近一年银行对账单/社保卡、房本、公司营业执照","车价：10万/分期3年
首付：4万
月供：2042元
机构收费：3900元平安意外险
服务费用：人人车金融服务费1500元",,pr%7C8-1000_ag%7C0-5_mi%7C0-10_%7C?,80000 ,83000 ,12,0.4,0.085,1500,3900,0,100000,5
天津,低门槛,平安银行,40%,6.5-8.5%,1-3年,4-5万,1年8.5%，2年17%，3年25.5%,"最低首付：40%
贷款期限：1/2/3年
年手续费：贷款额5万以下，8.5%；贷款额5-10万，17.5%；  贷款额 10万以上，6.5%
贷款限额：4-500万
贷款形式：抵押贷款
金融机构：平安银行
机构收费：必须办理平安意外险（3900元）
服务费用：人人车金融服务费1500元","资质要求：征信良好，银行流水大于月供，公司法人或者占股10%以上股东（公司注册满一年）、社保（一年以上）、房产三者有其一
车辆要求：行驶里程在10万公里（含）内，车龄小于5年（含）且价格大于8万元（含）
所需资料：身份证/暂住证/结婚证、离婚证、法院判决书/近一年银行对账单/社保卡、房本、公司营业执照","车价：10万/分期3年
首付：4万
月供：2042元
机构收费：3900元平安意外险
服务费用：人人车金融服务费1500元",,pr%7C8-1000_ag%7C0-5_mi%7C0-10_%7C?,80000 ,83000 ,24,0.4,0.17,1500,3900,0,100000,5
天津,低门槛,平安银行,40%,6.5-8.5%,1-3年,4-5万,1年8.5%，2年17%，3年25.5%,"最低首付：40%
贷款期限：1/2/3年
年手续费：贷款额5万以下，8.5%；贷款额5-10万，17.5%；  贷款额 10万以上，6.5%
贷款限额：4-500万
贷款形式：抵押贷款
金融机构：平安银行
机构收费：必须办理平安意外险（3900元）
服务费用：人人车金融服务费1500元","资质要求：征信良好，银行流水大于月供，公司法人或者占股10%以上股东（公司注册满一年）、社保（一年以上）、房产三者有其一
车辆要求：行驶里程在10万公里（含）内，车龄小于5年（含）且价格大于8万元（含）
所需资料：身份证/暂住证/结婚证、离婚证、法院判决书/近一年银行对账单/社保卡、房本、公司营业执照","车价：10万/分期3年
首付：4万
月供：2042元
机构收费：3900元平安意外险
服务费用：人人车金融服务费1500元",,pr%7C8-1000_ag%7C0-5_mi%7C0-10_%7C?,80000 ,83000 ,36,0.4,0.255,1500,3900,0,100000,5
天津,低门槛,平安银行,40%,6.5-8.5%,1-3年,5-10万,1年7.5%，2年15%，3年22.5% ,"最低首付：40%
贷款期限：1/2/3年
年手续费：贷款额5万以下，8.5%；贷款额5-10万，17.5%；  贷款额 10万以上，6.5%
贷款限额：4-500万
贷款形式：抵押贷款
金融机构：平安银行
机构收费：必须办理平安意外险（3900元）
服务费用：人人车金融服务费1500元","资质要求：征信良好，银行流水大于月供，公司法人或者占股10%以上股东（公司注册满一年）、社保（一年以上）、房产三者有其一
车辆要求：行驶里程在10万公里（含）内，车龄小于5年（含）且价格大于8万元（含）
所需资料：身份证/暂住证/结婚证、离婚证、法院判决书/近一年银行对账单/社保卡、房本、公司营业执照","车价：10万/分期3年
首付：4万
月供：2042元
机构收费：3900元平安意外险
服务费用：人人车金融服务费1500元",,pr%7C8-1000_ag%7C0-5_mi%7C0-10_%7C?,83000 ,166000 ,12,0.4,0.075,1500,3900,0,100000,5
天津,低门槛,平安银行,40%,6.5-8.5%,1-3年,5-10万,1年7.5%，2年15%，3年22.5% ,"最低首付：40%
贷款期限：1/2/3年
年手续费：贷款额5万以下，8.5%；贷款额5-10万，17.5%；  贷款额 10万以上，6.5%
贷款限额：4-500万
贷款形式：抵押贷款
金融机构：平安银行
机构收费：必须办理平安意外险（3900元）
服务费用：人人车金融服务费1500元","资质要求：征信良好，银行流水大于月供，公司法人或者占股10%以上股东（公司注册满一年）、社保（一年以上）、房产三者有其一
车辆要求：行驶里程在10万公里（含）内，车龄小于5年（含）且价格大于8万元（含）
所需资料：身份证/暂住证/结婚证、离婚证、法院判决书/近一年银行对账单/社保卡、房本、公司营业执照","车价：10万/分期3年
首付：4万
月供：2042元
机构收费：3900元平安意外险
服务费用：人人车金融服务费1500元",,pr%7C8-1000_ag%7C0-5_mi%7C0-10_%7C?,83000 ,166000 ,24,0.4,0.15,1500,3900,0,100000,5
天津,低门槛,平安银行,40%,6.5-8.5%,1-3年,5-10万,1年7.5%，2年15%，3年22.5% ,"最低首付：40%
贷款期限：1/2/3年
年手续费：贷款额5万以下，8.5%；贷款额5-10万，17.5%；  贷款额 10万以上，6.5%
贷款限额：4-500万
贷款形式：抵押贷款
金融机构：平安银行
机构收费：必须办理平安意外险（3900元）
服务费用：人人车金融服务费1500元","资质要求：征信良好，银行流水大于月供，公司法人或者占股10%以上股东（公司注册满一年）、社保（一年以上）、房产三者有其一
车辆要求：行驶里程在10万公里（含）内，车龄小于5年（含）且价格大于8万元（含）
所需资料：身份证/暂住证/结婚证、离婚证、法院判决书/近一年银行对账单/社保卡、房本、公司营业执照","车价：10万/分期3年
首付：4万
月供：2042元
机构收费：3900元平安意外险
服务费用：人人车金融服务费1500元",,pr%7C8-1000_ag%7C0-5_mi%7C0-10_%7C?,83000 ,166000 ,36,0.4,0.225,1500,3900,0,100000,5
天津,低门槛,平安银行,40%,6.5-8.5%,1-3年,10-500万,1年6.5%，2年13%，3年19.5%,"最低首付：40%
贷款期限：1/2/3年
年手续费：贷款额5万以下，8.5%；贷款额5-10万，17.5%；  贷款额 10万以上，6.5%
贷款限额：4-500万
贷款形式：抵押贷款
金融机构：平安银行
机构收费：必须办理平安意外险（3900元）
服务费用：人人车金融服务费1500元","资质要求：征信良好，银行流水大于月供，公司法人或者占股10%以上股东（公司注册满一年）、社保（一年以上）、房产三者有其一
车辆要求：行驶里程在10万公里（含）内，车龄小于5年（含）且价格大于8万元（含）
所需资料：身份证/暂住证/结婚证、离婚证、法院判决书/近一年银行对账单/社保卡、房本、公司营业执照","车价：10万/分期3年
首付：4万
月供：2042元
机构收费：3900元平安意外险
服务费用：人人车金融服务费1500元",,pr%7C8-1000_ag%7C0-5_mi%7C0-10_%7C?,166000 ,8330000 ,12,0.4,0.065,1500,3900,0,100000,5
天津,低门槛,平安银行,40%,6.5-8.5%,1-3年,10-500万,1年6.5%，2年13%，3年19.5%,"最低首付：40%
贷款期限：1/2/3年
年手续费：贷款额5万以下，8.5%；贷款额5-10万，17.5%；  贷款额 10万以上，6.5%
贷款限额：4-500万
贷款形式：抵押贷款
金融机构：平安银行
机构收费：必须办理平安意外险（3900元）
服务费用：人人车金融服务费1500元","资质要求：征信良好，银行流水大于月供，公司法人或者占股10%以上股东（公司注册满一年）、社保（一年以上）、房产三者有其一
车辆要求：行驶里程在10万公里（含）内，车龄小于5年（含）且价格大于8万元（含）
所需资料：身份证/暂住证/结婚证、离婚证、法院判决书/近一年银行对账单/社保卡、房本、公司营业执照","车价：10万/分期3年
首付：4万
月供：2042元
机构收费：3900元平安意外险
服务费用：人人车金融服务费1500元",,pr%7C8-1000_ag%7C0-5_mi%7C0-10_%7C?,166000 ,8330000 ,24,0.4,0.13,1500,3900,0,100000,5
天津,低门槛,平安银行,40%,6.5-8.5%,1-3年,10-500万,1年6.5%，2年13%，3年19.5%,"最低首付：40%
贷款期限：1/2/3年
年手续费：贷款额5万以下，8.5%；贷款额5-10万，17.5%；  贷款额 10万以上，6.5%
贷款限额：4-500万
贷款形式：抵押贷款
金融机构：平安银行
机构收费：必须办理平安意外险（3900元）
服务费用：人人车金融服务费1500元","资质要求：征信良好，银行流水大于月供，公司法人或者占股10%以上股东（公司注册满一年）、社保（一年以上）、房产三者有其一
车辆要求：行驶里程在10万公里（含）内，车龄小于5年（含）且价格大于8万元（含）
所需资料：身份证/暂住证/结婚证、离婚证、法院判决书/近一年银行对账单/社保卡、房本、公司营业执照","车价：10万/分期3年
首付：4万
月供：2042元
机构收费：3900元平安意外险
服务费用：人人车金融服务费1500元",,pr%7C8-1000_ag%7C0-5_mi%7C0-10_%7C?,166000 ,8330000 ,36,0.4,0.195,1500,3900,0,100000,5
郑州,低门槛,平安银行,50%,6.84-12.31%,1-3年,4-500万,1年12.31%，2年13.68%，3年20.52%,"最低首付：50%
贷款期限：1/2/3年
年手续费：1年12.31%，2年6.84%，3年6.84%
贷款限额：4-500万
贷款形式：抵押贷款
金融机构：平安银行
机构收费：必须办理平安意外险（3900元）
服务费用：人人车金融服务费1500元","资质要求：征信良好，银行流水大于月供，公司法人或者占股10%以上股东（公司注册满一年）、社保（一年以上）、房产三者有其一
车辆要求：行驶里程在8万公里（含）内，车龄小于5年（含）且价格大于8万元（含）
所需资料：身份证/暂住证/结婚证、离婚证、法院判决书/近一年银行对账单/社保卡、房本、公司营业执照","车价：10万/分期3年
首付：5万
月供：1674元
机构收费：3900元平安意外险
服务费用：人人车金融服务费1500元",,pr%7C8-1000_ag%7C0-5_mi%7C0-8_%7C?,80000 ,1000000 ,12,0.5,0.1231,1500,3900,0,80000,5
郑州,低门槛,平安银行,50%,6.84-12.31%,1-3年,4-500万,1年12.31%，2年13.68%，3年20.52%,"最低首付：50%
贷款期限：1/2/3年
年手续费：1年12.31%，2年6.84%，3年6.84%
贷款限额：4-500万
贷款形式：抵押贷款
金融机构：平安银行
机构收费：必须办理平安意外险（3900元）
服务费用：人人车金融服务费1500元","资质要求：征信良好，银行流水大于月供，公司法人或者占股10%以上股东（公司注册满一年）、社保（一年以上）、房产三者有其一
车辆要求：行驶里程在8万公里（含）内，车龄小于5年（含）且价格大于8万元（含）
所需资料：身份证/暂住证/结婚证、离婚证、法院判决书/近一年银行对账单/社保卡、房本、公司营业执照","车价：10万/分期3年
首付：5万
月供：1674元
机构收费：3900元平安意外险
服务费用：人人车金融服务费1500元",,pr%7C8-1000_ag%7C0-5_mi%7C0-8_%7C?,80000 ,1000000 ,24,0.5,0.1368,1500,3900,0,80000,5
郑州,低门槛,平安银行,50%,6.84-12.31%,1-3年,4-500万,1年12.31%，2年13.68%，3年20.52%,"最低首付：50%
贷款期限：1/2/3年
年手续费：1年12.31%，2年6.84%，3年6.84%
贷款限额：4-500万
贷款形式：抵押贷款
金融机构：平安银行
机构收费：必须办理平安意外险（3900元）
服务费用：人人车金融服务费1500元","资质要求：征信良好，银行流水大于月供，公司法人或者占股10%以上股东（公司注册满一年）、社保（一年以上）、房产三者有其一
车辆要求：行驶里程在8万公里（含）内，车龄小于5年（含）且价格大于8万元（含）
所需资料：身份证/暂住证/结婚证、离婚证、法院判决书/近一年银行对账单/社保卡、房本、公司营业执照","车价：10万/分期3年
首付：5万
月供：1674元
机构收费：3900元平安意外险
服务费用：人人车金融服务费1500元",,pr%7C8-1000_ag%7C0-5_mi%7C0-8_%7C?,80000 ,1000000 ,36,0.5,0.2052,1500,3900,0,80000,5
重庆,低门槛,平安银行,50%,4.82-4.83%,1-3年,4-40万,1年4.83%，2年9.66%，3年14.47%,"最低首付：50%
贷款期限：1/2/3/4/5年
年手续费：1年4.48%，2年4.48%，3年4.83%
贷款限额：4-500万
贷款形式：抵押贷款
金融机构：平安银行
机构收费：必须办理平安意外险（5100或者7800元）
服务费用：人人车金融服务费1500元","资质要求：征信良好，银行流水大于月供，公司法人或者占股10%以上股东（公司注册满一年）、社保（一年以上）、房产三者有其一
车辆要求：行驶里程在12万公里（含）内，车龄小于7年（含），价格大于8万元（含）
所需资料：身份证/暂住证/结婚证、离婚证、法院判决书/近一年银行对账单/社保卡、房本、公司营业执照","车价：10万/分期3年
首付：5万
月供：1590元
机构收费：5100或7800元平安意外险
服务费用：人人车金融服务费1500元",,pr%7C8-1000_ag%7C0-7_mi%7C0-12_%7C?,80000 ,800000 ,12,0.5,0.0483,1500,5100,0,120000,7
重庆,低门槛,平安银行,50%,4.82-4.83%,1-3年,4-40万,1年4.83%，2年9.66%，3年14.47%,"最低首付：50%
贷款期限：1/2/3/4/5年
年手续费：1年4.48%，2年4.48%，3年4.83%
贷款限额：4-500万
贷款形式：抵押贷款
金融机构：平安银行
机构收费：必须办理平安意外险（5100或者7800元）
服务费用：人人车金融服务费1500元","资质要求：征信良好，银行流水大于月供，公司法人或者占股10%以上股东（公司注册满一年）、社保（一年以上）、房产三者有其一
车辆要求：行驶里程在12万公里（含）内，车龄小于7年（含），价格大于8万元（含）
所需资料：身份证/暂住证/结婚证、离婚证、法院判决书/近一年银行对账单/社保卡、房本、公司营业执照","车价：10万/分期3年
首付：5万
月供：1590元
机构收费：5100或7800元平安意外险
服务费用：人人车金融服务费1500元",,pr%7C8-1000_ag%7C0-7_mi%7C0-12_%7C?,80000 ,800000 ,24,0.5,0.0966,1500,5100,0,120000,7
重庆,低门槛,平安银行,50%,4.82-4.83%,1-3年,4-40万,1年4.83%，2年9.66%，3年14.47%,"最低首付：50%
贷款期限：1/2/3/4/5年
年手续费：1年4.48%，2年4.48%，3年4.83%
贷款限额：4-500万
贷款形式：抵押贷款
金融机构：平安银行
机构收费：必须办理平安意外险（5100或者7800元）
服务费用：人人车金融服务费1500元","资质要求：征信良好，银行流水大于月供，公司法人或者占股10%以上股东（公司注册满一年）、社保（一年以上）、房产三者有其一
车辆要求：行驶里程在12万公里（含）内，车龄小于7年（含），价格大于8万元（含）
所需资料：身份证/暂住证/结婚证、离婚证、法院判决书/近一年银行对账单/社保卡、房本、公司营业执照","车价：10万/分期3年
首付：5万
月供：1590元
机构收费：5100或7800元平安意外险
服务费用：人人车金融服务费1500元",,pr%7C8-1000_ag%7C0-7_mi%7C0-12_%7C?,80000 ,800000 ,36,0.5,0.1447,1500,5100,0,120000,7
重庆,低门槛,平安银行,50%,4.82-4.83%,1-3年,40-500万,1年4.83%，2年9.66%，3年14.47%,"最低首付：50%
贷款期限：1/2/3/4/5年
年手续费：1年4.48%，2年4.48%，3年4.83%
贷款限额：4-500万
贷款形式：抵押贷款
金融机构：平安银行
机构收费：必须办理平安意外险（5100或者7800元）
服务费用：人人车金融服务费1500元","资质要求：征信良好，银行流水大于月供，公司法人或者占股10%以上股东（公司注册满一年）、社保（一年以上）、房产三者有其一
车辆要求：行驶里程在12万公里（含）内，车龄小于7年（含），价格大于8万元（含）
所需资料：身份证/暂住证/结婚证、离婚证、法院判决书/近一年银行对账单/社保卡、房本、公司营业执照","车价：10万/分期3年
首付：5万
月供：1590元
机构收费：5100或7800元平安意外险
服务费用：人人车金融服务费1500元",,pr%7C8-1000_ag%7C0-7_mi%7C0-12_%7C?,800000 ,1000000 ,12,0.5,0.0483,1500,7800,0,120000,7
重庆,低门槛,平安银行,50%,4.82-4.83%,1-3年,40-500万,1年4.83%，2年9.66%，3年14.47%,"最低首付：50%
贷款期限：1/2/3/4/5年
年手续费：1年4.48%，2年4.48%，3年4.83%
贷款限额：4-500万
贷款形式：抵押贷款
金融机构：平安银行
机构收费：必须办理平安意外险（5100或者7800元）
服务费用：人人车金融服务费1500元","资质要求：征信良好，银行流水大于月供，公司法人或者占股10%以上股东（公司注册满一年）、社保（一年以上）、房产三者有其一
车辆要求：行驶里程在12万公里（含）内，车龄小于7年（含），价格大于8万元（含）
所需资料：身份证/暂住证/结婚证、离婚证、法院判决书/近一年银行对账单/社保卡、房本、公司营业执照","车价：10万/分期3年
首付：5万
月供：1590元
机构收费：5100或7800元平安意外险
服务费用：人人车金融服务费1500元",,pr%7C8-1000_ag%7C0-7_mi%7C0-12_%7C?,800000 ,1000000 ,24,0.5,0.0966,1500,7800,0,120000,7
重庆,低门槛,平安银行,50%,4.82-4.83%,1-3年,40-500万,1年4.83%，2年9.66%，3年14.47%,"最低首付：50%
贷款期限：1/2/3/4/5年
年手续费：1年4.48%，2年4.48%，3年4.83%
贷款限额：4-500万
贷款形式：抵押贷款
金融机构：平安银行
机构收费：必须办理平安意外险（5100或者7800元）
服务费用：人人车金融服务费1500元","资质要求：征信良好，银行流水大于月供，公司法人或者占股10%以上股东（公司注册满一年）、社保（一年以上）、房产三者有其一
车辆要求：行驶里程在12万公里（含）内，车龄小于7年（含），价格大于8万元（含）
所需资料：身份证/暂住证/结婚证、离婚证、法院判决书/近一年银行对账单/社保卡、房本、公司营业执照","车价：10万/分期3年
首付：5万
月供：1590元
机构收费：5100或7800元平安意外险
服务费用：人人车金融服务费1500元",,pr%7C8-1000_ag%7C0-7_mi%7C0-12_%7C?,800000 ,1000000 ,36,0.5,0.1447,1500,7800,0,120000,7
苏州,低门槛,平安银行,50%,6.70%,1-3年,4-500万,1年6.7%，2年13.4%，3年20.1%,"最低首付：50%
贷款期限：1/2/3年
年手续费：6.7%
贷款限额：4-500万
贷款形式：抵押贷款
金融机构：平安银行
机构收费：必须办理平安意外险（3900元）
服务费用：人人车金融服务费1500元","资质要求：征信良好，银行流水大于月供，公司法人或者占股10%以上股东（公司注册满一年）、社保（一年以上）、房产三者有其一
车辆要求：行驶里程在8万公里（含）内，车龄小于5年（含）且价格大于8万元（含）
所需资料：身份证/暂住证/结婚证、离婚证、法院判决书/近一年银行对账单/社保卡、房本、公司营业执照","车价：10万/分期3年
首付：5万
月供：1669元
机构收费：3900元平安意外险
服务费用：人人车金融服务费1500元",,pr%7C8-1000_ag%7C0-5_mi%7C0-8_%7C?,80000 ,10000000 ,12,0.5,0.067,1500,3900,0,80000,5
苏州,低门槛,平安银行,50%,6.70%,1-3年,4-500万,1年6.7%，2年13.4%，3年20.1%,"最低首付：50%
贷款期限：1/2/3年
年手续费：6.7%
贷款限额：4-500万
贷款形式：抵押贷款
金融机构：平安银行
机构收费：必须办理平安意外险（3900元）
服务费用：人人车金融服务费1500元","资质要求：征信良好，银行流水大于月供，公司法人或者占股10%以上股东（公司注册满一年）、社保（一年以上）、房产三者有其一
车辆要求：行驶里程在8万公里（含）内，车龄小于5年（含）且价格大于8万元（含）
所需资料：身份证/暂住证/结婚证、离婚证、法院判决书/近一年银行对账单/社保卡、房本、公司营业执照","车价：10万/分期3年
首付：5万
月供：1669元
机构收费：3900元平安意外险
服务费用：人人车金融服务费1500元",,pr%7C8-1000_ag%7C0-5_mi%7C0-8_%7C?,80000 ,10000000 ,24,0.5,0.134,1500,3900,0,80000,5
苏州,低门槛,平安银行,50%,6.70%,1-3年,4-500万,1年6.7%，2年13.4%，3年20.1%,"最低首付：50%
贷款期限：1/2/3年
年手续费：6.7%
贷款限额：4-500万
贷款形式：抵押贷款
金融机构：平安银行
机构收费：必须办理平安意外险（3900元）
服务费用：人人车金融服务费1500元","资质要求：征信良好，银行流水大于月供，公司法人或者占股10%以上股东（公司注册满一年）、社保（一年以上）、房产三者有其一
车辆要求：行驶里程在8万公里（含）内，车龄小于5年（含）且价格大于8万元（含）
所需资料：身份证/暂住证/结婚证、离婚证、法院判决书/近一年银行对账单/社保卡、房本、公司营业执照","车价：10万/分期3年
首付：5万
月供：1669元
机构收费：3900元平安意外险
服务费用：人人车金融服务费1500元",,pr%7C8-1000_ag%7C0-5_mi%7C0-8_%7C?,80000 ,10000000 ,36,0.5,0.201,1500,3900,0,80000,5
